,model,subject,verb,entity,entity_cat,sentence,pll_på,pll_med,pll_null,index_
1205,NorGLM/NorLlama-3B,Kim,startet,jakke,clothing,"['Kim startet på jakken.', 'Kim startet med jakken.', 'Kim startet jakken.']",35.41407775878906,33.549095153808594,32.816917419433594,31
1206,NorGLM/NorLlama-3B,Kim,fortsatte,jakke,clothing,"['Kim fortsatte på jakken.', 'Kim fortsatte med jakken.', 'Kim fortsatte jakken.']",36.56084060668945,35.40341567993164,34.763587951660156,31
1207,NorGLM/NorLlama-3B,Kim,avsluttet,jakke,clothing,"['Kim avsluttet på jakken.', 'Kim avsluttet med jakken.', 'Kim avsluttet jakken.']",38.03472900390625,36.79558563232422,34.87956237792969,31
1208,NorGLM/NorLlama-3B,Kim,begynte,sokk,clothing,"['Kim begynte på sokken.', 'Kim begynte med sokken.', 'Kim begynte sokken.']",40.37895202636719,38.68574905395508,40.407135009765625,32
1209,NorGLM/NorLlama-3B,Kim,startet,sokk,clothing,"['Kim startet på sokken.', 'Kim startet med sokken.', 'Kim startet sokken.']",39.10987854003906,36.71245193481445,36.712440490722656,32
1210,NorGLM/NorLlama-3B,Kim,fortsatte,sokk,clothing,"['Kim fortsatte på sokken.', 'Kim fortsatte med sokken.', 'Kim fortsatte sokken.']",37.33256530761719,36.36781311035156,36.357879638671875,32
1211,NorGLM/NorLlama-3B,Kim,avsluttet,sokk,clothing,"['Kim avsluttet på sokken.', 'Kim avsluttet med sokken.', 'Kim avsluttet sokken.']",40.372779846191406,37.805458068847656,36.34162139892578,32
1212,NorGLM/NorLlama-3B,Kim,begynte,lue,clothing,"['Kim begynte på luen.', 'Kim begynte med luen.', 'Kim begynte luen.']",40.43943405151367,39.12458801269531,40.137794494628906,33
1213,NorGLM/NorLlama-3B,Kim,startet,lue,clothing,"['Kim startet på luen.', 'Kim startet med luen.', 'Kim startet luen.']",38.6315803527832,36.962684631347656,37.70111083984375,33
1214,NorGLM/NorLlama-3B,Kim,fortsatte,lue,clothing,"['Kim fortsatte på luen.', 'Kim fortsatte med luen.', 'Kim fortsatte luen.']",39.426170349121094,37.57681655883789,37.37535095214844,33
1215,NorGLM/NorLlama-3B,Kim,avsluttet,lue,clothing,"['Kim avsluttet på luen.', 'Kim avsluttet med luen.', 'Kim avsluttet luen.']",42.84284973144531,39.325382232666016,38.657649993896484,33
1216,NorGLM/NorLlama-3B,Kim,begynte,kappe,clothing,"['Kim begynte på kappen.', 'Kim begynte med kappen.', 'Kim begynte kappen.']",40.8687744140625,38.892818450927734,40.28588104248047,34
1217,NorGLM/NorLlama-3B,Kim,startet,kappe,clothing,"['Kim startet på kappen.', 'Kim startet med kappen.', 'Kim startet kappen.']",39.64418029785156,36.90557098388672,36.84107208251953,34
1218,NorGLM/NorLlama-3B,Kim,fortsatte,kappe,clothing,"['Kim fortsatte på kappen.', 'Kim fortsatte med kappen.', 'Kim fortsatte kappen.']",39.519290924072266,37.35559844970703,37.70611572265625,34
1219,NorGLM/NorLlama-3B,Kim,avsluttet,kappe,clothing,"['Kim avsluttet på kappen.', 'Kim avsluttet med kappen.', 'Kim avsluttet kappen.']",41.70391845703125,38.673744201660156,38.46926498413086,34
1220,NorGLM/NorLlama-3B,Kim,begynte,anorakk,clothing,"['Kim begynte på anorakken.', 'Kim begynte med anorakken.', 'Kim begynte anorakken.']",43.15828323364258,44.72251892089844,45.73365020751953,35
1221,NorGLM/NorLlama-3B,Kim,startet,anorakk,clothing,"['Kim startet på anorakken.', 'Kim startet med anorakken.', 'Kim startet anorakken.']",42.459564208984375,43.50306701660156,42.74885559082031,35
1222,NorGLM/NorLlama-3B,Kim,fortsatte,anorakk,clothing,"['Kim fortsatte på anorakken.', 'Kim fortsatte med anorakken.', 'Kim fortsatte anorakken.']",44.13381576538086,45.099395751953125,44.15604782104492,35
1223,NorGLM/NorLlama-3B,Kim,avsluttet,anorakk,clothing,"['Kim avsluttet på anorakken.', 'Kim avsluttet med anorakken.', 'Kim avsluttet anorakken.']",49.104461669921875,48.23314666748047,46.26251983642578,35
1224,NorGLM/NorLlama-3B,Kim,begynte,genser,clothing,"['Kim begynte på genseren.', 'Kim begynte med genseren.', 'Kim begynte genseren.']",38.869895935058594,39.219173431396484,40.569915771484375,36
1225,NorGLM/NorLlama-3B,Kim,startet,genser,clothing,"['Kim startet på genseren.', 'Kim startet med genseren.', 'Kim startet genseren.']",37.25529098510742,37.18354797363281,38.14900588989258,36
1226,NorGLM/NorLlama-3B,Kim,fortsatte,genser,clothing,"['Kim fortsatte på genseren.', 'Kim fortsatte med genseren.', 'Kim fortsatte genseren.']",36.516788482666016,37.71326446533203,36.91905975341797,36
1227,NorGLM/NorLlama-3B,Kim,avsluttet,genser,clothing,"['Kim avsluttet på genseren.', 'Kim avsluttet med genseren.', 'Kim avsluttet genseren.']",38.38920593261719,37.291725158691406,37.537254333496094,36
1228,NorGLM/NorLlama-3B,Kim,begynte,hanske,clothing,"['Kim begynte på hansken.', 'Kim begynte med hansken.', 'Kim begynte hansken.']",36.69587707519531,36.610740661621094,40.624290466308594,37
1229,NorGLM/NorLlama-3B,Kim,startet,hanske,clothing,"['Kim startet på hansken.', 'Kim startet med hansken.', 'Kim startet hansken.']",35.463687896728516,35.300270080566406,36.18891143798828,37
1230,NorGLM/NorLlama-3B,Kim,fortsatte,hanske,clothing,"['Kim fortsatte på hansken.', 'Kim fortsatte med hansken.', 'Kim fortsatte hansken.']",39.95796585083008,38.9512939453125,38.09966278076172,37
1231,NorGLM/NorLlama-3B,Kim,avsluttet,hanske,clothing,"['Kim avsluttet på hansken.', 'Kim avsluttet med hansken.', 'Kim avsluttet hansken.']",41.24156951904297,39.27751159667969,40.106868743896484,37
1232,NorGLM/NorLlama-3B,Kim,begynte,skjørt,clothing,"['Kim begynte på skjørtet.', 'Kim begynte med skjørtet.', 'Kim begynte skjørtet.']",36.69688415527344,36.24652862548828,39.70294189453125,38
1233,NorGLM/NorLlama-3B,Kim,startet,skjørt,clothing,"['Kim startet på skjørtet.', 'Kim startet med skjørtet.', 'Kim startet skjørtet.']",36.562076568603516,35.45826721191406,36.33931350708008,38
1234,NorGLM/NorLlama-3B,Kim,fortsatte,skjørt,clothing,"['Kim fortsatte på skjørtet.', 'Kim fortsatte med skjørtet.', 'Kim fortsatte skjørtet.']",36.62519454956055,36.12181091308594,36.7896728515625,38
1235,NorGLM/NorLlama-3B,Kim,avsluttet,skjørt,clothing,"['Kim avsluttet på skjørtet.', 'Kim avsluttet med skjørtet.', 'Kim avsluttet skjørtet.']",39.35772705078125,37.240177154541016,36.67155456542969,38
1236,NorGLM/NorLlama-3B,Kim,begynte,bukse,clothing,"['Kim begynte på buksen.', 'Kim begynte med buksen.', 'Kim begynte buksen.']",39.480403900146484,39.747867584228516,38.98033142089844,39
1237,NorGLM/NorLlama-3B,Kim,startet,bukse,clothing,"['Kim startet på buksen.', 'Kim startet med buksen.', 'Kim startet buksen.']",38.40741729736328,37.77651596069336,37.9222412109375,39
1238,NorGLM/NorLlama-3B,Kim,fortsatte,bukse,clothing,"['Kim fortsatte på buksen.', 'Kim fortsatte med buksen.', 'Kim fortsatte buksen.']",37.56427001953125,38.70963668823242,36.85881042480469,39
1239,NorGLM/NorLlama-3B,Kim,avsluttet,bukse,clothing,"['Kim avsluttet på buksen.', 'Kim avsluttet med buksen.', 'Kim avsluttet buksen.']",39.61627960205078,40.71624755859375,38.31055450439453,39
1240,NorGLM/NorLlama-3B,Kim,begynte,kjole,clothing,"['Kim begynte på kjolen.', 'Kim begynte med kjolen.', 'Kim begynte kjolen.']",35.82091522216797,35.972389221191406,36.14552307128906,40
1241,NorGLM/NorLlama-3B,Kim,startet,kjole,clothing,"['Kim startet på kjolen.', 'Kim startet med kjolen.', 'Kim startet kjolen.']",34.75182342529297,34.69539260864258,33.788177490234375,40
1242,NorGLM/NorLlama-3B,Kim,fortsatte,kjole,clothing,"['Kim fortsatte på kjolen.', 'Kim fortsatte med kjolen.', 'Kim fortsatte kjolen.']",35.11473083496094,35.000789642333984,34.20323944091797,40
1243,NorGLM/NorLlama-3B,Kim,avsluttet,kjole,clothing,"['Kim avsluttet på kjolen.', 'Kim avsluttet med kjolen.', 'Kim avsluttet kjolen.']",37.24048614501953,36.51115036010742,34.13984298706055,40
1244,NorGLM/NorLlama-3B,Kim,begynte,klær,clothing,"['Kim begynte på klærne.', 'Kim begynte med klærne.', 'Kim begynte klærne.']",37.941654205322266,35.50711441040039,36.188941955566406,41
1245,NorGLM/NorLlama-3B,Kim,startet,klær,clothing,"['Kim startet på klærne.', 'Kim startet med klærne.', 'Kim startet klærne.']",37.402671813964844,34.5189094543457,34.933837890625,41
1246,NorGLM/NorLlama-3B,Kim,fortsatte,klær,clothing,"['Kim fortsatte på klærne.', 'Kim fortsatte med klærne.', 'Kim fortsatte klærne.']",37.53738784790039,35.292842864990234,35.37105178833008,41
1247,NorGLM/NorLlama-3B,Kim,avsluttet,klær,clothing,"['Kim avsluttet på klærne.', 'Kim avsluttet med klærne.', 'Kim avsluttet klærne.']",40.72454071044922,37.967227935791016,36.24504470825195,41
1248,NorGLM/NorLlama-3B,Kim,begynte,kostyme,clothing,"['Kim begynte på kostymet.', 'Kim begynte med kostymet.', 'Kim begynte kostymet.']",39.550987243652344,37.81361770629883,41.9162712097168,42
1249,NorGLM/NorLlama-3B,Kim,startet,kostyme,clothing,"['Kim startet på kostymet.', 'Kim startet med kostymet.', 'Kim startet kostymet.']",39.237266540527344,37.310787200927734,39.086021423339844,42
1250,NorGLM/NorLlama-3B,Kim,fortsatte,kostyme,clothing,"['Kim fortsatte på kostymet.', 'Kim fortsatte med kostymet.', 'Kim fortsatte kostymet.']",40.2646484375,38.85646438598633,38.83642578125,42
1251,NorGLM/NorLlama-3B,Kim,avsluttet,kostyme,clothing,"['Kim avsluttet på kostymet.', 'Kim avsluttet med kostymet.', 'Kim avsluttet kostymet.']",44.687965393066406,40.821754455566406,40.01295852661133,42
1252,NorGLM/NorLlama-3B,Kim,begynte,belte,clothing,"['Kim begynte på beltet.', 'Kim begynte med beltet.', 'Kim begynte beltet.']",38.79793930053711,37.70735168457031,37.54423522949219,43
1253,NorGLM/NorLlama-3B,Kim,startet,belte,clothing,"['Kim startet på beltet.', 'Kim startet med beltet.', 'Kim startet beltet.']",36.789546966552734,35.69086456298828,34.408592224121094,43
1254,NorGLM/NorLlama-3B,Kim,fortsatte,belte,clothing,"['Kim fortsatte på beltet.', 'Kim fortsatte med beltet.', 'Kim fortsatte beltet.']",37.39034652709961,35.853614807128906,34.97888946533203,43
1255,NorGLM/NorLlama-3B,Kim,avsluttet,belte,clothing,"['Kim avsluttet på beltet.', 'Kim avsluttet med beltet.', 'Kim avsluttet beltet.']",39.0927734375,38.28420639038086,35.38481903076172,43
1256,NorGLM/NorLlama-3B,Kim,begynte,skjerf,clothing,"['Kim begynte på skjerfet.', 'Kim begynte med skjerfet.', 'Kim begynte skjerfet.']",39.28023147583008,36.90599060058594,39.74601745605469,44
1257,NorGLM/NorLlama-3B,Kim,startet,skjerf,clothing,"['Kim startet på skjerfet.', 'Kim startet med skjerfet.', 'Kim startet skjerfet.']",37.52650451660156,35.072418212890625,36.60369110107422,44
1258,NorGLM/NorLlama-3B,Kim,fortsatte,skjerf,clothing,"['Kim fortsatte på skjerfet.', 'Kim fortsatte med skjerfet.', 'Kim fortsatte skjerfet.']",39.281246185302734,37.0498046875,37.28935241699219,44
1259,NorGLM/NorLlama-3B,Kim,avsluttet,skjerf,clothing,"['Kim avsluttet på skjerfet.', 'Kim avsluttet med skjerfet.', 'Kim avsluttet skjerfet.']",41.620201110839844,39.074222564697266,37.44365692138672,44
1260,NorGLM/NorLlama-3B,Kim,begynte,dukke,everyday objects,"['Kim begynte på dukken.', 'Kim begynte med dukken.', 'Kim begynte dukken.']",36.972415924072266,36.25994873046875,34.29991149902344,45
1261,NorGLM/NorLlama-3B,Kim,startet,dukke,everyday objects,"['Kim startet på dukken.', 'Kim startet med dukken.', 'Kim startet dukken.']",37.594268798828125,35.887699127197266,32.49246597290039,45
1262,NorGLM/NorLlama-3B,Kim,fortsatte,dukke,everyday objects,"['Kim fortsatte på dukken.', 'Kim fortsatte med dukken.', 'Kim fortsatte dukken.']",38.83283996582031,37.154747009277344,33.556663513183594,45
1263,NorGLM/NorLlama-3B,Kim,avsluttet,dukke,everyday objects,"['Kim avsluttet på dukken.', 'Kim avsluttet med dukken.', 'Kim avsluttet dukken.']",40.002281188964844,38.56078338623047,34.052032470703125,45
1264,NorGLM/NorLlama-3B,Kim,begynte,gardin,everyday objects,"['Kim begynte på gardinen.', 'Kim begynte med gardinen.', 'Kim begynte gardinen.']",41.00086975097656,39.55644607543945,39.04678726196289,46
1265,NorGLM/NorLlama-3B,Kim,startet,gardin,everyday objects,"['Kim startet på gardinen.', 'Kim startet med gardinen.', 'Kim startet gardinen.']",39.874454498291016,37.96417999267578,36.83164978027344,46
1266,NorGLM/NorLlama-3B,Kim,fortsatte,gardin,everyday objects,"['Kim fortsatte på gardinen.', 'Kim fortsatte med gardinen.', 'Kim fortsatte gardinen.']",37.9524040222168,37.350589752197266,35.7729606628418,46
1267,NorGLM/NorLlama-3B,Kim,avsluttet,gardin,everyday objects,"['Kim avsluttet på gardinen.', 'Kim avsluttet med gardinen.', 'Kim avsluttet gardinen.']",41.149723052978516,39.537471771240234,35.78690719604492,46
1268,NorGLM/NorLlama-3B,Kim,begynte,juvel,everyday objects,"['Kim begynte på juvelen.', 'Kim begynte med juvelen.', 'Kim begynte juvelen.']",40.09090042114258,39.0982551574707,39.774173736572266,47
1269,NorGLM/NorLlama-3B,Kim,startet,juvel,everyday objects,"['Kim startet på juvelen.', 'Kim startet med juvelen.', 'Kim startet juvelen.']",38.90485763549805,38.25159454345703,35.000816345214844,47
1270,NorGLM/NorLlama-3B,Kim,fortsatte,juvel,everyday objects,"['Kim fortsatte på juvelen.', 'Kim fortsatte med juvelen.', 'Kim fortsatte juvelen.']",39.91846466064453,40.58620834350586,37.591609954833984,47
1271,NorGLM/NorLlama-3B,Kim,avsluttet,juvel,everyday objects,"['Kim avsluttet på juvelen.', 'Kim avsluttet med juvelen.', 'Kim avsluttet juvelen.']",43.425682067871094,42.16761016845703,37.570068359375,47
1272,NorGLM/NorLlama-3B,Kim,begynte,ring,everyday objects,"['Kim begynte på ringen.', 'Kim begynte med ringen.', 'Kim begynte ringen.']",36.254905700683594,33.57790756225586,35.30618667602539,48
1273,NorGLM/NorLlama-3B,Kim,startet,ring,everyday objects,"['Kim startet på ringen.', 'Kim startet med ringen.', 'Kim startet ringen.']",35.30010986328125,33.04800796508789,31.891910552978516,48
1274,NorGLM/NorLlama-3B,Kim,fortsatte,ring,everyday objects,"['Kim fortsatte på ringen.', 'Kim fortsatte med ringen.', 'Kim fortsatte ringen.']",35.552490234375,33.56214141845703,33.3193244934082,48
1275,NorGLM/NorLlama-3B,Kim,avsluttet,ring,everyday objects,"['Kim avsluttet på ringen.', 'Kim avsluttet med ringen.', 'Kim avsluttet ringen.']",38.088050842285156,36.07538986206055,33.46202087402344,48
1276,NorGLM/NorLlama-3B,Kim,begynte,amulett,everyday objects,"['Kim begynte på amuletten.', 'Kim begynte med amuletten.', 'Kim begynte amuletten.']",38.43012237548828,36.869903564453125,37.87213134765625,49
1277,NorGLM/NorLlama-3B,Kim,startet,amulett,everyday objects,"['Kim startet på amuletten.', 'Kim startet med amuletten.', 'Kim startet amuletten.']",38.25575256347656,35.83976745605469,36.36964416503906,49
1278,NorGLM/NorLlama-3B,Kim,fortsatte,amulett,everyday objects,"['Kim fortsatte på amuletten.', 'Kim fortsatte med amuletten.', 'Kim fortsatte amuletten.']",39.098663330078125,36.8331413269043,36.402286529541016,49
1279,NorGLM/NorLlama-3B,Kim,avsluttet,amulett,everyday objects,"['Kim avsluttet på amuletten.', 'Kim avsluttet med amuletten.', 'Kim avsluttet amuletten.']",43.554847717285156,37.888458251953125,38.079071044921875,49
1280,NorGLM/NorLlama-3B,Kim,begynte,medalje,everyday objects,"['Kim begynte på medaljen.', 'Kim begynte med medaljen.', 'Kim begynte medaljen.']",40.672943115234375,40.57730484008789,40.656166076660156,50
1281,NorGLM/NorLlama-3B,Kim,startet,medalje,everyday objects,"['Kim startet på medaljen.', 'Kim startet med medaljen.', 'Kim startet medaljen.']",39.62773895263672,37.06724548339844,38.04643630981445,50
1282,NorGLM/NorLlama-3B,Kim,fortsatte,medalje,everyday objects,"['Kim fortsatte på medaljen.', 'Kim fortsatte med medaljen.', 'Kim fortsatte medaljen.']",41.15654373168945,37.99653244018555,37.16164779663086,50
1283,NorGLM/NorLlama-3B,Kim,avsluttet,medalje,everyday objects,"['Kim avsluttet på medaljen.', 'Kim avsluttet med medaljen.', 'Kim avsluttet medaljen.']",43.95143127441406,38.843997955322266,36.94157028198242,50
1284,NorGLM/NorLlama-3B,Kim,begynte,brosje,everyday objects,"['Kim begynte på brosjen.', 'Kim begynte med brosjen.', 'Kim begynte brosjen.']",44.84526824951172,42.328529357910156,43.033836364746094,51
1285,NorGLM/NorLlama-3B,Kim,startet,brosje,everyday objects,"['Kim startet på brosjen.', 'Kim startet med brosjen.', 'Kim startet brosjen.']",44.1224365234375,40.39210891723633,39.825069427490234,51
1286,NorGLM/NorLlama-3B,Kim,fortsatte,brosje,everyday objects,"['Kim fortsatte på brosjen.', 'Kim fortsatte med brosjen.', 'Kim fortsatte brosjen.']",44.673622131347656,41.257965087890625,42.2147331237793,51
1287,NorGLM/NorLlama-3B,Kim,avsluttet,brosje,everyday objects,"['Kim avsluttet på brosjen.', 'Kim avsluttet med brosjen.', 'Kim avsluttet brosjen.']",46.77252197265625,42.81808853149414,42.694419860839844,51
1288,NorGLM/NorLlama-3B,Kim,begynte,tiara,everyday objects,"['Kim begynte på tiaraen.', 'Kim begynte med tiaraen.', 'Kim begynte tiaraen.']",38.63824462890625,36.491729736328125,39.23202896118164,52
1289,NorGLM/NorLlama-3B,Kim,startet,tiara,everyday objects,"['Kim startet på tiaraen.', 'Kim startet med tiaraen.', 'Kim startet tiaraen.']",37.63153839111328,36.272464752197266,37.9345703125,52
1290,NorGLM/NorLlama-3B,Kim,fortsatte,tiara,everyday objects,"['Kim fortsatte på tiaraen.', 'Kim fortsatte med tiaraen.', 'Kim fortsatte tiaraen.']",40.29273986816406,38.29405212402344,39.026329040527344,52
1291,NorGLM/NorLlama-3B,Kim,avsluttet,tiara,everyday objects,"['Kim avsluttet på tiaraen.', 'Kim avsluttet med tiaraen.', 'Kim avsluttet tiaraen.']",41.18061828613281,39.576168060302734,38.14610290527344,52
1292,NorGLM/NorLlama-3B,Kim,begynte,diamant,everyday objects,"['Kim begynte på diamanten.', 'Kim begynte med diamanten.', 'Kim begynte diamanten.']",38.59070587158203,37.77507781982422,40.2339973449707,53
1293,NorGLM/NorLlama-3B,Kim,startet,diamant,everyday objects,"['Kim startet på diamanten.', 'Kim startet med diamanten.', 'Kim startet diamanten.']",38.401405334472656,37.17817306518555,37.713768005371094,53
1294,NorGLM/NorLlama-3B,Kim,fortsatte,diamant,everyday objects,"['Kim fortsatte på diamanten.', 'Kim fortsatte med diamanten.', 'Kim fortsatte diamanten.']",39.766632080078125,38.444305419921875,38.1583366394043,53
1295,NorGLM/NorLlama-3B,Kim,avsluttet,diamant,everyday objects,"['Kim avsluttet på diamanten.', 'Kim avsluttet med diamanten.', 'Kim avsluttet diamanten.']",41.538185119628906,40.04397201538086,39.01222229003906,53
1296,NorGLM/NorLlama-3B,Kim,begynte,kjede,everyday objects,"['Kim begynte på kjeden.', 'Kim begynte med kjeden.', 'Kim begynte kjeden.']",37.90650939941406,36.51829528808594,36.849449157714844,54
1297,NorGLM/NorLlama-3B,Kim,startet,kjede,everyday objects,"['Kim startet på kjeden.', 'Kim startet med kjeden.', 'Kim startet kjeden.']",36.12224578857422,34.8759765625,33.550392150878906,54
1298,NorGLM/NorLlama-3B,Kim,fortsatte,kjede,everyday objects,"['Kim fortsatte på kjeden.', 'Kim fortsatte med kjeden.', 'Kim fortsatte kjeden.']",37.79961013793945,35.92189407348633,34.71778869628906,54
1299,NorGLM/NorLlama-3B,Kim,avsluttet,kjede,everyday objects,"['Kim avsluttet på kjeden.', 'Kim avsluttet med kjeden.', 'Kim avsluttet kjeden.']",38.96128463745117,37.817413330078125,34.08116912841797,54
1300,NorGLM/NorLlama-3B,Kim,begynte,veske,everyday objects,"['Kim begynte på vesken.', 'Kim begynte med vesken.', 'Kim begynte vesken.']",38.9808349609375,39.39931869506836,37.915279388427734,55
1301,NorGLM/NorLlama-3B,Kim,startet,veske,everyday objects,"['Kim startet på vesken.', 'Kim startet med vesken.', 'Kim startet vesken.']",38.65766525268555,37.017860412597656,34.97241973876953,55
1302,NorGLM/NorLlama-3B,Kim,fortsatte,veske,everyday objects,"['Kim fortsatte på vesken.', 'Kim fortsatte med vesken.', 'Kim fortsatte vesken.']",38.0481071472168,36.691158294677734,35.38657760620117,55
1303,NorGLM/NorLlama-3B,Kim,avsluttet,veske,everyday objects,"['Kim avsluttet på vesken.', 'Kim avsluttet med vesken.', 'Kim avsluttet vesken.']",41.68211364746094,39.11891174316406,36.9531364440918,55
1304,NorGLM/NorLlama-3B,Kim,begynte,bamse,everyday objects,"['Kim begynte på bamsen.', 'Kim begynte med bamsen.', 'Kim begynte bamsen.']",37.55015563964844,37.305519104003906,38.977848052978516,56
1305,NorGLM/NorLlama-3B,Kim,startet,bamse,everyday objects,"['Kim startet på bamsen.', 'Kim startet med bamsen.', 'Kim startet bamsen.']",36.25591278076172,35.71940994262695,35.49513244628906,56
1306,NorGLM/NorLlama-3B,Kim,fortsatte,bamse,everyday objects,"['Kim fortsatte på bamsen.', 'Kim fortsatte med bamsen.', 'Kim fortsatte bamsen.']",37.62257766723633,37.37389373779297,37.37518310546875,56
1307,NorGLM/NorLlama-3B,Kim,avsluttet,bamse,everyday objects,"['Kim avsluttet på bamsen.', 'Kim avsluttet med bamsen.', 'Kim avsluttet bamsen.']",39.192955017089844,37.598121643066406,36.591468811035156,56
1308,NorGLM/NorLlama-3B,Kim,begynte,ball,everyday objects,"['Kim begynte på ballen.', 'Kim begynte med ballen.', 'Kim begynte ballen.']",34.429264068603516,34.11945724487305,35.65947723388672,57
1309,NorGLM/NorLlama-3B,Kim,startet,ball,everyday objects,"['Kim startet på ballen.', 'Kim startet med ballen.', 'Kim startet ballen.']",33.10540008544922,31.566436767578125,32.85594940185547,57
1310,NorGLM/NorLlama-3B,Kim,fortsatte,ball,everyday objects,"['Kim fortsatte på ballen.', 'Kim fortsatte med ballen.', 'Kim fortsatte ballen.']",34.14855194091797,31.735797882080078,34.3795051574707,57
1311,NorGLM/NorLlama-3B,Kim,avsluttet,ball,everyday objects,"['Kim avsluttet på ballen.', 'Kim avsluttet med ballen.', 'Kim avsluttet ballen.']",35.813377380371094,32.74534606933594,34.970680236816406,57
1312,NorGLM/NorLlama-3B,Kim,begynte,robot,everyday objects,"['Kim begynte på roboten.', 'Kim begynte med roboten.', 'Kim begynte roboten.']",36.875919342041016,34.89805603027344,37.029754638671875,58
1313,NorGLM/NorLlama-3B,Kim,startet,robot,everyday objects,"['Kim startet på roboten.', 'Kim startet med roboten.', 'Kim startet roboten.']",35.821834564208984,33.58946228027344,33.6676025390625,58
1314,NorGLM/NorLlama-3B,Kim,fortsatte,robot,everyday objects,"['Kim fortsatte på roboten.', 'Kim fortsatte med roboten.', 'Kim fortsatte roboten.']",37.870819091796875,35.84010696411133,35.2711181640625,58
1315,NorGLM/NorLlama-3B,Kim,avsluttet,robot,everyday objects,"['Kim avsluttet på roboten.', 'Kim avsluttet med roboten.', 'Kim avsluttet roboten.']",40.528072357177734,37.446842193603516,36.061492919921875,58
1316,NorGLM/NorLlama-3B,Kim,begynte,lego,everyday objects,"['Kim begynte på legoen.', 'Kim begynte med legoen.', 'Kim begynte legoen.']",41.52128601074219,38.12101745605469,41.64529037475586,59
1317,NorGLM/NorLlama-3B,Kim,startet,lego,everyday objects,"['Kim startet på legoen.', 'Kim startet med legoen.', 'Kim startet legoen.']",40.65540313720703,37.411136627197266,39.02120590209961,59
1318,NorGLM/NorLlama-3B,Kim,fortsatte,lego,everyday objects,"['Kim fortsatte på legoen.', 'Kim fortsatte med legoen.', 'Kim fortsatte legoen.']",41.60422134399414,38.711483001708984,41.502113342285156,59
1319,NorGLM/NorLlama-3B,Kim,avsluttet,lego,everyday objects,"['Kim avsluttet på legoen.', 'Kim avsluttet med legoen.', 'Kim avsluttet legoen.']",46.106590270996094,41.502601623535156,44.118003845214844,59
1320,NorGLM/NorLlama-3B,Kim,begynte,skulptur,construction/housing,"['Kim begynte på skulpturen.', 'Kim begynte med skulpturen.', 'Kim begynte skulpturen.']",36.31737518310547,37.59003829956055,38.10243225097656,60
1321,NorGLM/NorLlama-3B,Kim,startet,skulptur,construction/housing,"['Kim startet på skulpturen.', 'Kim startet med skulpturen.', 'Kim startet skulpturen.']",36.02073669433594,36.07940673828125,34.58755874633789,60
1322,NorGLM/NorLlama-3B,Kim,fortsatte,skulptur,construction/housing,"['Kim fortsatte på skulpturen.', 'Kim fortsatte med skulpturen.', 'Kim fortsatte skulpturen.']",37.512359619140625,37.33683395385742,36.944671630859375,60
1323,NorGLM/NorLlama-3B,Kim,avsluttet,skulptur,construction/housing,"['Kim avsluttet på skulpturen.', 'Kim avsluttet med skulpturen.', 'Kim avsluttet skulpturen.']",39.48358154296875,39.1974983215332,36.315330505371094,60
1324,NorGLM/NorLlama-3B,Kim,begynte,statue,construction/housing,"['Kim begynte på statueen.', 'Kim begynte med statueen.', 'Kim begynte statueen.']",46.599056243896484,46.507537841796875,49.91997528076172,61
1325,NorGLM/NorLlama-3B,Kim,startet,statue,construction/housing,"['Kim startet på statueen.', 'Kim startet med statueen.', 'Kim startet statueen.']",47.48618698120117,44.897560119628906,43.447113037109375,61
1326,NorGLM/NorLlama-3B,Kim,fortsatte,statue,construction/housing,"['Kim fortsatte på statueen.', 'Kim fortsatte med statueen.', 'Kim fortsatte statueen.']",51.55841827392578,47.326904296875,50.06590270996094,61
1327,NorGLM/NorLlama-3B,Kim,avsluttet,statue,construction/housing,"['Kim avsluttet på statueen.', 'Kim avsluttet med statueen.', 'Kim avsluttet statueen.']",54.10153579711914,47.157073974609375,46.49291229248047,61
1328,NorGLM/NorLlama-3B,Kim,begynte,grøft,construction/housing,"['Kim begynte på grøften.', 'Kim begynte med grøften.', 'Kim begynte grøften.']",42.589027404785156,42.319244384765625,40.135276794433594,62
1329,NorGLM/NorLlama-3B,Kim,startet,grøft,construction/housing,"['Kim startet på grøften.', 'Kim startet med grøften.', 'Kim startet grøften.']",41.09465408325195,41.281494140625,37.279747009277344,62
1330,NorGLM/NorLlama-3B,Kim,fortsatte,grøft,construction/housing,"['Kim fortsatte på grøften.', 'Kim fortsatte med grøften.', 'Kim fortsatte grøften.']",41.21588134765625,40.490882873535156,38.3318977355957,62
1331,NorGLM/NorLlama-3B,Kim,avsluttet,grøft,construction/housing,"['Kim avsluttet på grøften.', 'Kim avsluttet med grøften.', 'Kim avsluttet grøften.']",45.72693634033203,45.29291534423828,39.54777526855469,62
1332,NorGLM/NorLlama-3B,Kim,begynte,tunnel,construction/housing,"['Kim begynte på tunnelen.', 'Kim begynte med tunnelen.', 'Kim begynte tunnelen.']",37.717079162597656,37.69987487792969,37.16604232788086,63
1333,NorGLM/NorLlama-3B,Kim,startet,tunnel,construction/housing,"['Kim startet på tunnelen.', 'Kim startet med tunnelen.', 'Kim startet tunnelen.']",36.780155181884766,36.33168029785156,34.74633026123047,63
